"event","host_city","host_country","year","round","participant_name","song","participant_country","running_order","total_points","rank","qualified","winner","event_link"
"vienna 2015","Vienna","Austria",2015,"second semi final","Maria Olafs","Unbroken","Iceland",12,14,"15th",FALSE,FALSE,"https://eurovision.tv/event/vienna-2015"
"vienna 2015","Vienna","Austria",2015,"second semi final","Måns Zelmerlöw","Heroes","Sweden",13,217,"1st",TRUE,TRUE,"https://eurovision.tv/event/vienna-2015"
"vienna 2015","Vienna","Austria",2015,"second semi final","Mélanie René","Time To Shine","Switzerland",14,4,"17th",FALSE,FALSE,"https://eurovision.tv/event/vienna-2015"
"vienna 2015","Vienna","Austria",2015,"second semi final","John Karayiannis","One Thing I Should Have Done","Cyprus",15,87,"6th",TRUE,FALSE,"https://eurovision.tv/event/vienna-2015"
"vienna 2015","Vienna","Austria",2015,"second semi final","Maraaya","Here For You","Slovenia",16,92,"5th",TRUE,FALSE,"https://eurovision.tv/event/vienna-2015"
"vienna 2015","Vienna","Austria",2015,"second semi final","Monika Kuszyńska","In The Name Of Love","Poland",17,57,"8th",TRUE,FALSE,"https://eurovision.tv/event/vienna-2015"
"copenhagen 2014","Copenhagen","Denmark",2014,"second semi final","Firelight","Coming Home","Malta",1,63,"9th",TRUE,FALSE,"https://eurovision.tv/event/copenhagen-2014"
"copenhagen 2014","Copenhagen","Denmark",2014,"second semi final","Mei Finegold","Same Heart","Israel",2,19,"14th",FALSE,FALSE,"https://eurovision.tv/event/copenhagen-2014"
"copenhagen 2014","Copenhagen","Denmark",2014,"second semi final","Carl Espen","Silent Storm","Norway",3,77,"6th",TRUE,FALSE,"https://eurovision.tv/event/copenhagen-2014"
"copenhagen 2014","Copenhagen","Denmark",2014,"second semi final","The Shin and Mariko","Three Minutes to Earth","Georgia",4,15,"15th",FALSE,FALSE,"https://eurovision.tv/event/copenhagen-2014"
"copenhagen 2014","Copenhagen","Denmark",2014,"second semi final","Donatan & Cleo","My Słowianie - We Are Slavic","Poland",5,70,"8th",TRUE,FALSE,"https://eurovision.tv/event/copenhagen-2014"
"copenhagen 2014","Copenhagen","Denmark",2014,"second semi final","Conchita Wurst","Rise Like a Phoenix","Austria",6,169,"1st",TRUE,TRUE,"https://eurovision.tv/event/copenhagen-2014"
"copenhagen 2014","Copenhagen","Denmark",2014,"second semi final","Vilija Matačiūnaitė","Attention","Lithuania",7,36,"11th",FALSE,FALSE,"https://eurovision.tv/event/copenhagen-2014"
"copenhagen 2014","Copenhagen","Denmark",2014,"second semi final","Softengine","Something Better","Finland",8,97,"3rd",TRUE,FALSE,"https://eurovision.tv/event/copenhagen-2014"
"copenhagen 2014","Copenhagen","Denmark",2014,"second semi final","Can-Linn (featuring Kasey Smith)","Heartbeat","Ireland",9,35,"12th",FALSE,FALSE,"https://eurovision.tv/event/copenhagen-2014"
"copenhagen 2014","Copenhagen","Denmark",2014,"second semi final","Teo","Cheesecake","Belarus",10,87,"5th",TRUE,FALSE,"https://eurovision.tv/event/copenhagen-2014"
"copenhagen 2014","Copenhagen","Denmark",2014,"second semi final","Tijana","To the Sky","North Macedonia",11,33,"13th",FALSE,FALSE,"https://eurovision.tv/event/copenhagen-2014"
"copenhagen 2014","Copenhagen","Denmark",2014,"second semi final","Sebalter","Hunter Of Stars","Switzerland",12,92,"4th",TRUE,FALSE,"https://eurovision.tv/event/copenhagen-2014"
"copenhagen 2014","Copenhagen","Denmark",2014,"second semi final","Freaky Fortune feat. RiskyKidd","Rise Up","Greece",13,74,"7th",TRUE,FALSE,"https://eurovision.tv/event/copenhagen-2014"
"copenhagen 2014","Copenhagen","Denmark",2014,"second semi final","Tinkara Kovač","Round and round","Slovenia",14,52,"10th",TRUE,FALSE,"https://eurovision.tv/event/copenhagen-2014"
"copenhagen 2014","Copenhagen","Denmark",2014,"second semi final","Paula Seling & OVI","Miracle","Romania",15,125,"2nd",TRUE,FALSE,"https://eurovision.tv/event/copenhagen-2014"
"malmo 2013","Malmö","Sweden",2013,"second semi final","PeR","Here We Go","Latvia",1,13,"17th",FALSE,FALSE,"https://eurovision.tv/event/malmo-2013"
"malmo 2013","Malmö","Sweden",2013,"second semi final","Valentina Monetta","Crisalide (Vola)","San Marino",2,47,"11th",FALSE,FALSE,"https://eurovision.tv/event/malmo-2013"
"malmo 2013","Malmö","Sweden",2013,"second semi final","Esma & Lozano","Pred Da Se Razdeni","North Macedonia",3,28,"16th",FALSE,FALSE,"https://eurovision.tv/event/malmo-2013"
"malmo 2013","Malmö","Sweden",2013,"second semi final","Farid Mammadov","Hold Me","Azerbaijan",4,139,"1st",TRUE,TRUE,"https://eurovision.tv/event/malmo-2013"
"malmo 2013","Malmö","Sweden",2013,"second semi final","Krista Siegfrids","Marry Me","Finland",5,64,"9th",TRUE,FALSE,"https://eurovision.tv/event/malmo-2013"
"malmo 2013","Malmö","Sweden",2013,"second semi final","Gianluca","Tomorrow","Malta",6,118,"4th",TRUE,FALSE,"https://eurovision.tv/event/malmo-2013"
"malmo 2013","Malmö","Sweden",2013,"second semi final","Elitsa Todorova, Stoyan Yankulov","Samo Shampioni (Only Champions)","Bulgaria",7,45,"12th",FALSE,FALSE,"https://eurovision.tv/event/malmo-2013"
"malmo 2013","Malmö","Sweden",2013,"second semi final","Eythor Ingi","Ég Á Líf","Iceland",8,72,"6th",TRUE,FALSE,"https://eurovision.tv/event/malmo-2013"
"malmo 2013","Malmö","Sweden",2013,"second semi final","Koza Mostra feat. Agathon Iakovidis","Alcohol Is Free","Greece",9,121,"2nd",TRUE,FALSE,"https://eurovision.tv/event/malmo-2013"
"malmo 2013","Malmö","Sweden",2013,"second semi final","Moran Mazor","Rak Bishvilo","Israel",10,40,"14th",FALSE,FALSE,"https://eurovision.tv/event/malmo-2013"
"malmo 2013","Malmö","Sweden",2013,"second semi final","Dorians","Lonely Planet","Armenia",11,69,"7th",TRUE,FALSE,"https://eurovision.tv/event/malmo-2013"
"malmo 2013","Malmö","Sweden",2013,"second semi final","ByeAlex","Kedvesem (Zoohacker Remix)","Hungary",12,66,"8th",TRUE,FALSE,"https://eurovision.tv/event/malmo-2013"
"malmo 2013","Malmö","Sweden",2013,"second semi final","Margaret Berger","I Feed You My Love","Norway",13,120,"3rd",TRUE,FALSE,"https://eurovision.tv/event/malmo-2013"
"malmo 2013","Malmö","Sweden",2013,"second semi final","Adrian Lulgjuraj & Bledar Sejko","Identitet","Albania",14,31,"15th",FALSE,FALSE,"https://eurovision.tv/event/malmo-2013"
"malmo 2013","Malmö","Sweden",2013,"second semi final","Nodi Tatishvili & Sophie Gelovani","Waterfall","Georgia",15,63,"10th",TRUE,FALSE,"https://eurovision.tv/event/malmo-2013"
"malmo 2013","Malmö","Sweden",2013,"second semi final","Takasa","You And Me","Switzerland",16,41,"13th",FALSE,FALSE,"https://eurovision.tv/event/malmo-2013"
"malmo 2013","Malmö","Sweden",2013,"second semi final","Cezar","It's My Life","Romania",17,83,"5th",TRUE,FALSE,"https://eurovision.tv/event/malmo-2013"
